method,sparse_rate,sparse_seed,anchor_count,anchor_count_std,valid_count,valid_count_std,mw_anchor_count,mw_anchor_count_std,mw_design_rank,mw_design_rank_std,rmse,rmse_std,mae,mae_std,median_ae,median_ae_std,p90_ae,p90_ae_std,p95_ae,p95_ae_std,bias_db,bias_db_std,std_error_db,std_error_db_std,count,count_std,los_rmse,los_rmse_std,nlos_rmse,nlos_rmse_std,high_wall_rmse,high_wall_rmse_std,unclipped_rmse,unclipped_rmse_std,unclipped_count,unclipped_count_std,clipped_pixel_fraction,clipped_pixel_fraction_std,non_anchor_rmse,non_anchor_rmse_std,non_anchor_mae,non_anchor_mae_std,non_anchor_p90_ae,non_anchor_p90_ae_std,non_anchor_count,non_anchor_count_std,non_anchor_los_rmse,non_anchor_los_rmse_std,non_anchor_nlos_rmse,non_anchor_nlos_rmse_std,free_space_rmse,free_space_rmse_std,free_space_mae,free_space_mae_std,free_space_p90_ae,free_space_p90_ae_std,free_space_count,free_space_count_std,wall_region_rmse,wall_region_rmse_std,rmse_delta_vs_multi_wall,rmse_delta_vs_multi_wall_std,rmse_delta_vs_direct_rf,rmse_delta_vs_direct_rf_std,num_rows,train_source,target_dataset,retrained,source_seed,source_run
direct_rf_geometry,0.01,11,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,14.357319903993568,9.688616874053224,11.73963957198461,8.708574968160068,9.88605545171102,8.642883542432653,23.476216104507447,15.150888271481062,27.198864033381145,16.084510696435245,-9.29079179018115,10.26609200548757,9.46258713277181,4.3352011487098565,69171.2,62205.51581671863,4.592429497569707,3.306959255485744,14.788910145706868,9.87609137151897,15.501454921118889,10.31172674406129,13.931960416612696,8.890634298761205,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,14.35762194366944,9.68887760562287,11.739879934628805,8.708728987334954,23.47687441635132,15.15168956073192,68479.2,61583.613542098494,4.592717496925503,3.3075516898793924,14.789152713910928,9.876364223664249,14.317714504000698,9.734557589948164,11.722605891068776,8.767322842076226,23.400607124964395,15.205126979297829,66369.0,60939.29804372065,14.89133017869531,8.995438607001606,5.026599213742825,7.199391025256369,9.431234779978222,7.53225230951191,750,wallpath_pi_task1_final_seed11_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,11,results\transfer_task1_to_task2_final_seed11_r001
wallpath_extra,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,4.813007502447845,2.268385652603829,3.2526972444057463,1.7397404001606056,2.0307214736938475,1.4294340906492236,7.979425440152486,3.8039157506690495,10.4109896624883,4.626558662745114,-0.3779521094496594,0.9898928799808506,4.746639310042063,2.1584581251919484,69171.2,62205.51581671863,2.826342587528606,2.3962166687008013,4.948739524916399,2.293616641899757,5.138003988207431,2.339065629209472,4.699209571051951,2.0752484654405725,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,4.833668182458915,2.275102111097031,3.2760344729423525,1.7478823644469574,8.012072339057923,3.8112135898816906,68479.2,61583.613542098494,2.8374416984484045,2.4037578303031144,4.970013087434352,2.3004024749771723,4.662503118167101,2.226248776726754,3.143443731466929,1.7063875464255032,7.74215952428182,3.758049881267031,66369.0,60939.29804372065,6.896432173289343,2.8625481881062997,-4.530365644426596,2.1218778196677563,-0.1174686036860816,0.5045347491313535,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
direct_rf_all_features,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,4.930476106133925,2.512978615796112,3.4334240784645083,1.9379753938920137,2.2407994906107587,1.5709084724831948,8.275181327184042,4.370268424004923,10.599979884147643,4.992871479223159,-0.8484396375431291,1.36545074187199,4.782289834658305,2.274210155116456,69171.2,62205.51581671863,2.2572140723986145,1.7247351236960633,5.080010381826542,2.554590029200551,5.282621374914058,2.626310393959914,4.733415274942414,2.1334553133562197,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,4.949744050817642,2.5189434889090423,3.453652012268702,1.9450923761625485,8.306205947558086,4.375485567307045,68479.2,61583.613542098494,2.263332023840842,1.7326045658437728,5.0999810908447865,2.5605523166701123,4.80722851649052,2.4926860559709274,3.334768981297811,1.912675506405048,8.063864935874939,4.359348423004914,66369.0,60939.29804372065,6.736603667338208,2.76179328601591,-4.412897040740515,2.119031787832395,0.0,0.0,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
wallpath_calibrated,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.172495235092605,2.503376034600006,3.7149756015141806,1.9362122873455048,2.599998675028483,1.6061353632633004,8.55971776930491,4.164279215315345,10.927132851918538,5.093585463650897,-1.3549458720941718,1.4899170160042678,4.9126722599665325,2.1985440756758443,69171.2,62205.51581671863,2.19452056272796,1.616611721023304,5.332634246196828,2.5480793878919625,5.545242546958858,2.610245226947772,5.074973049636396,2.357030526112015,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.193591534360586,2.510802676972148,3.73813076210022,1.9435880082087555,8.592322112401327,4.17546661130632,68479.2,61583.613542098494,2.2036443896225912,1.6234753285874195,5.354437484973133,2.555673959002334,5.060073953584258,2.479794385208773,3.626072653770447,1.914474973111501,8.373470993359884,4.135979436667702,66369.0,60939.29804372065,6.839114797893966,2.773720864372648,-4.170877911781837,1.919009970632199,0.2420191289586785,0.7683223893134092,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
wallpath_rf,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.221340090917829,3.082801406882183,3.451201745827993,2.158376877473139,2.0799546712239585,1.574752186068361,8.525586572329203,4.838736011333389,11.329992650667826,6.640105001891054,-0.5347692868289693,1.530750179171844,5.113661345799764,2.8266112070998166,69171.2,62205.51581671863,3.063156507042628,2.549780591234627,5.36547217055036,3.1288458614438888,5.584593850678922,3.232786694818402,4.970612619893659,2.447888795929627,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.240657178715384,3.085793070674076,3.4732058680852256,2.164163205797801,8.557116783777873,4.841276230372073,68479.2,61583.613542098494,3.0756162398955063,2.5584885056786515,5.385304258219821,3.131677313298276,5.062936214895176,3.0439438393091183,3.338733470280965,2.1269109293365225,8.284443196932475,4.806862073708874,66369.0,60939.29804372065,7.374744189971273,3.741091189845264,-4.122033055956611,2.4319670531708515,0.2908639847839041,0.8454256823297512,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
direct_extra_all_features,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.546630933985563,3.736519382482985,4.052013782898585,3.0569702009672235,2.8861094614664715,2.71207243861132,9.3070247631073,6.420160408752707,11.678852100054424,7.102886578356908,-2.1318684721368286,3.1413213363693084,4.8908030780156455,2.529461581012055,69171.2,62205.51581671863,2.3584679058466884,1.4700397874923252,5.697717737419006,3.8134273888715744,5.940165277357405,3.965990996128335,5.264172027118518,3.102021488204039,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.562968021391534,3.738348913617765,4.067408723672231,3.0575695410549497,9.33471423403422,6.421665597981198,68479.2,61583.613542098494,2.3581383928272484,1.470393842284945,5.7149948223908575,3.8151974989885606,5.45352871713982,3.745935065071276,3.978774421930313,3.0633380520326483,9.141125548998517,6.443704948190034,66369.0,60939.29804372065,6.994057454793729,3.592578023042932,-3.796742212888878,2.5654358545232125,0.6161548278516361,1.4063402413186727,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
multi_wall_residual_idw,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.613844914374446,2.2931121642973182,3.9212750706672663,1.6354675654633302,2.7804495023091635,1.2452428659462975,8.83630686378479,3.66071730000528,11.349979358355204,4.649635704989837,-0.0123665960442109,0.4323531523078873,5.600917261123657,2.2842373569508823,69171.2,62205.51581671863,5.02966737213418,3.252191800413028,5.69786201072668,2.3351055848951097,5.887868334083976,2.386855121978032,5.604538582793318,2.291222470686761,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.642160356828264,2.304691010970016,3.96093117761612,1.6520236905881664,8.87301689306895,3.6752123633875873,68479.2,61583.613542098494,5.053987879425913,3.264828545442023,5.726574348528666,2.346817409350117,5.433454204046211,2.189200427301736,3.821032029628754,1.5958750201717733,8.640503997802734,3.589679102865908,66369.0,60939.29804372065,7.8886351105382575,3.826216526806515,-3.7295282324999945,1.8376528328792916,0.6833688082405203,1.164925636547559,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
idw,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,6.158351995361642,2.181740312844555,4.576155134995778,1.6795994168855004,3.478057139078776,1.3828414615213451,10.159533976872762,3.6919477573952655,12.669345463434857,4.520021171153806,-0.1951467193910745,0.5588884250748418,6.1350802227656045,2.1673588617734287,69171.2,62205.51581671863,10.67710470303223,5.403095201614177,5.875870794692644,2.150701937197579,5.905258442317382,2.140960198966869,6.116715080341979,2.1253999129237653,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,6.189413261894202,2.192758373452968,4.622433465480804,1.6966046500782352,10.196862606684366,3.704260198402855,68479.2,61583.613542098494,10.727981362097012,5.418272042599849,5.905487402130073,2.1615095760070724,6.085166787755975,2.157614548119115,4.51749120092392,1.6577003626787314,10.034738598505657,3.6435804463298913,66369.0,60939.29804372065,7.381119398373882,2.471520842910792,-3.185021151512798,2.0402478546897904,1.2278758892277164,1.0421379860142252,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
direct_rf_sparse_anchor,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,8.699699508812353,3.977040854565685,6.603379694302877,3.1736752434894577,5.088607699076334,2.7972683088094032,14.55235133298238,6.680814956975926,17.848707869847615,8.096679866764788,-0.8238209470588093,2.252192646787937,8.40457431125641,3.8887408462709807,69171.2,62205.51581671863,2.690712443026599,2.1952821659606028,8.983860275562387,4.040259853750703,9.383821956957384,4.125436207400834,8.614332677302855,3.8809567300393226,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,8.700316719763327,3.977537880670282,6.603738821665446,3.173989392892107,14.553191009521484,6.681365000955696,68479.2,61583.613542098494,2.690833750224021,2.1976893908925743,8.984453095419827,4.0407089605063575,8.605199156037147,3.956590052091388,6.516998114267985,3.155596719668553,14.412494739532471,6.659529223006855,66369.0,60939.29804372065,10.08765790949714,4.261016965871419,-0.6436736380620874,1.5004486673238138,3.769223402678427,2.0533197074261254,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
multi_wall,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,9.34337314687444,3.5869140085148987,7.361374496777852,2.9636953234595,6.216130889892578,2.757132476203761,14.894006922403973,5.720523948795062,17.92166494687398,6.748951475702025,0.001857004608338,0.5456716227744104,9.330249304453533,3.580043025257409,69171.2,62205.51581671863,9.216843477443424,4.798268280261853,9.381608848472409,3.5944244136402763,9.604464336859063,3.6407791638736966,9.28967582373966,3.5182151304921563,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,9.34553488973127,3.588420652809708,7.362527158419291,2.964515252653831,14.89587337811788,5.721716816762017,68479.2,61583.613542098494,9.218960599476157,4.802440510390471,9.383629340199716,3.5959628167147355,9.226030844400784,3.545309943345787,7.300824623743693,2.9521800751732306,14.777415042241415,5.695262168157438,66369.0,60939.29804372065,10.938960721102177,4.6120296272322,0.0,0.0,4.412897040740515,2.119031787832395,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
log_distance,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,10.867222057729016,3.9031232973002328,8.816254603068034,3.2848549375645177,7.719534695943197,3.13325547880995,17.603361775716145,6.26788771428004,20.58333494949341,7.297673345838236,-0.0340314657094422,0.6622124367919081,10.850730671564738,3.89328919678973,69171.2,62205.51581671863,13.56707128381061,6.070002638162369,10.594015865546682,3.833910943832664,10.58460005197491,3.8138995727598535,10.799532459718076,3.809190398325481,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,10.868184340985383,3.903882830516143,8.816981141090393,3.285520676837326,17.60412473932902,6.26866683315984,68479.2,61583.613542098494,13.56973185969452,6.073686600711135,10.594620075608509,3.8345611850636137,10.848334876517953,3.898281545578645,8.802482429504394,3.2816946964149185,17.569558833440144,6.259990381656088,66369.0,60939.29804372065,11.215270302478796,3.991285146592904,1.523848910854575,1.6053889148304914,5.936745951595091,2.2764559152784543,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
direct_rf_geometry,0.01,22,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,14.199111550302025,9.466525031160112,11.573197805086773,8.51651763039504,9.718824194590251,8.477339550650653,23.21659625371297,14.802465124729192,26.95292434310913,15.650867823266724,-9.040818783704502,10.09736795923826,9.46065163675944,4.251687533072712,69171.2,62205.51581671863,4.3511553661392925,3.080839540107673,14.631511207120234,9.649243168694246,15.3297599809579,10.06464571410574,13.782490673325125,8.676341551661961,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,14.198696775007193,9.466753196496713,11.572986018180847,8.516985593589228,23.21578341992696,14.802864705268073,68479.2,61583.613542098494,4.351742463407175,3.0815504644674547,14.630991555393464,9.649395118760214,14.159152279311542,9.515667546639202,11.5537888174057,8.576315536979312,23.142740755081174,14.863525033181546,66369.0,60939.29804372065,14.745411242611022,8.732649599425837,4.855738403427584,6.995125923918346,9.268635444168098,7.301525991901868,750,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,22,results\transfer_task1_to_task2_final_seed22_r001
