method,sparse_rate,sparse_seed,anchor_count,anchor_count_std,valid_count,valid_count_std,mw_anchor_count,mw_anchor_count_std,mw_design_rank,mw_design_rank_std,rmse,rmse_std,mae,mae_std,median_ae,median_ae_std,p90_ae,p90_ae_std,p95_ae,p95_ae_std,bias_db,bias_db_std,std_error_db,std_error_db_std,count,count_std,los_rmse,los_rmse_std,nlos_rmse,nlos_rmse_std,high_wall_rmse,high_wall_rmse_std,unclipped_rmse,unclipped_rmse_std,unclipped_count,unclipped_count_std,clipped_pixel_fraction,clipped_pixel_fraction_std,non_anchor_rmse,non_anchor_rmse_std,non_anchor_mae,non_anchor_mae_std,non_anchor_p90_ae,non_anchor_p90_ae_std,non_anchor_count,non_anchor_count_std,non_anchor_los_rmse,non_anchor_los_rmse_std,non_anchor_nlos_rmse,non_anchor_nlos_rmse_std,free_space_rmse,free_space_rmse_std,free_space_mae,free_space_mae_std,free_space_p90_ae,free_space_p90_ae_std,free_space_count,free_space_count_std,wall_region_rmse,wall_region_rmse_std,rmse_delta_vs_multi_wall,rmse_delta_vs_multi_wall_std,rmse_delta_vs_direct_rf,rmse_delta_vs_direct_rf_std,num_rows,train_source,target_dataset,retrained,verified_seed
direct_rf_geometry,0.01,11,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,22.84571649542097,11.692331269498244,20.537873440111007,11.34377026948477,19.849401147000425,11.814179776824934,33.66447573404054,15.824795890410824,37.09902135702941,16.302032484274356,-19.7283518970991,12.15891908056385,10.4111831049017,3.633964610391683,69171.2,62169.63276029986,16.26669913578279,8.528879705161552,23.143557628702908,11.931153818125097,23.608996202086608,12.404962373934,22.14092317090299,10.68175282992357,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,22.84608897952656,11.692396233911843,20.538283200006227,11.343859431088353,33.66472380517839,15.824767273092396,68479.2,61548.08922805352,16.267682171888733,8.529209505454693,23.14390617024004,11.931223374371362,22.900239314623143,11.714001002766372,20.625517748605024,11.38175124772449,33.68018467757079,15.831169429122916,66369.0,60904.14540104719,21.616421136848956,11.45956006498747,12.69204291291656,9.792384145788423,16.986785141541713,9.34645211449311,5550,wallpath_pi_task1_final_seed11_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,11
wallpath_extra,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,5.335455215799356,2.4851090121236075,3.748452281264572,1.9855017637141577,2.543233783137691,1.7410995572336136,8.819780102549373,4.124645723944889,11.287883582759548,4.880487613204615,-0.9940288710038058,1.601708215972949,5.131919063211561,2.1803673473365426,69171.2,62169.63276029986,4.305241543269265,2.646406883278727,5.431374542247743,2.52061627228925,5.613611426703948,2.595175413130221,5.068397716764462,2.0665362383320804,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,5.355947497284676,2.4893682655192446,3.771874781234844,1.990699310950556,8.850639876374252,4.1279372379495305,68479.2,61548.08922805352,4.322250523576992,2.654448081416395,5.452268797499601,2.5248960933063227,5.207459962680419,2.4575552344137166,3.654631552277385,1.9625487496447804,8.62799496392946,4.102137864401634,66369.0,60904.14540104719,7.192044095305398,2.9156538942768138,-4.816034336834171,2.191688386135398,-0.5572816878345034,0.7080790260340071,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
multi_wall_residual_idw,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,5.852634193280712,2.110407776531894,4.156661694586814,1.4957402946641305,3.0135903547476004,1.136388692073551,9.283457158363618,3.338626343587247,11.83991750489484,4.232574773653997,0.0058254336206503,0.4438357774792585,5.839127941861883,2.1014428474529065,69171.2,62169.63276029986,5.92816829244719,3.024050013836019,5.896218303101156,2.162655171766786,6.03326307368825,2.225515593874249,5.861281293096533,2.134503360616661,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,5.882153572192333,2.1210656551050207,4.198697711820001,1.5108846350365537,9.320824388211912,3.3515363913140503,68479.2,61548.08922805352,5.957217893722253,3.036212558334196,5.925955158833266,2.173538053455609,5.687783073439248,2.014709538919675,4.064738070986293,1.45788608115309,9.103149008922747,3.2691220917735397,66369.0,60904.14540104719,8.00269587980197,3.458672083918506,-4.2988553593528165,1.7956014272988308,-0.0401027103531485,1.77973313606545,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
direct_rf_all_features,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,5.89273690363386,2.888534709980549,4.332508274692673,2.34197988854034,3.160342530259141,2.116899637744551,9.816773792000504,4.902869923913316,12.073481362188184,5.226332154703987,-2.044619245792924,2.1022225054838493,5.4015726890220295,2.3005720464764345,69171.2,62169.63276029986,5.043344815063596,2.385635739675919,5.959727694984743,2.9731884926636925,6.131294690990417,3.118396961102623,5.459359653913466,2.123452746360544,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,5.911611562885348,2.891419329126687,4.352152620081429,2.3453695442387925,9.845143407959124,4.903337110170002,68479.2,61548.08922805352,5.057776931020377,2.396144648704701,5.979118862626438,2.975952648911289,5.806083527075708,2.8707326005203657,4.263698529681644,2.3230655408808385,9.682997847118893,4.900401552480887,66369.0,60904.14540104719,7.258937732839228,3.188710205839459,-4.2587526489996685,2.351465606645041,0.0,0.0,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
wallpath_rf,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,6.280524160320567,4.096714772484876,4.247669939060469,2.848076050991597,2.7180637160292616,2.069779533840082,10.11937323153556,6.289482689845149,13.473497458062733,9.004458303165686,-1.4326400048991452,2.589821915771233,5.954948102096179,3.46541263659866,69171.2,62169.63276029986,4.403458895319446,2.728169326737155,6.411858821917259,4.185476677726039,6.664194295284509,4.382937877234967,5.673042979413088,2.799213811908691,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,6.298630754527529,4.095991630486111,4.26905430723955,2.849377120510072,10.145976751387655,6.284812821160474,68479.2,61548.08922805352,4.421794347108577,2.737502067099677,6.430240347877183,4.184519795412957,6.14685992976135,4.075501094504527,4.149864441704105,2.8268608874645205,9.92425965004139,6.276984318408529,66369.0,60904.14540104719,8.193594859531702,4.488321386752135,-3.8709653923129608,3.252821550735996,0.3877872566867072,1.4192530103733962,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
idw,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,6.292934131796646,2.05196947057552,4.668362580505577,1.5906020905896543,3.546613509719436,1.317722727543584,10.31560691833496,3.4616630528415624,12.88783253841572,4.245578906118048,-0.1664074845497738,0.5577359201407432,6.27062523206075,2.038046697378178,69171.2,62169.63276029986,11.106833908305568,5.620551247392669,5.97073070334157,2.003041200113848,5.958435339542724,1.9933143532302853,6.26546351731038,2.0346204481722,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,6.324673921655956,2.062333329735743,4.715573074022929,1.6067077142909287,10.353865890331097,3.4733245098108365,68479.2,61548.08922805352,11.160256669571456,5.638210908205819,6.0008472858415205,2.0131405939684552,6.2251999816864005,2.0306558103687355,4.61370946815422,1.570504618530274,10.20063733985832,3.4201582901984,66369.0,60904.14540104719,7.433104989213327,2.3019418393577107,-3.858555420836881,2.008767223136543,0.4001972281627866,1.70643138910216,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
wallpath_calibrated,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,6.341666221027747,2.689255921767381,4.868469733740833,2.219551129485053,3.861770665108621,2.0527960062431454,10.33822833727072,4.375802524958641,12.720277434598218,5.122589374086692,-3.009667077842588,2.161180902596457,5.443856644071974,2.0213548319674555,69171.2,62169.63276029986,5.677104323809939,2.568172164737329,6.347767323520893,2.781499956691185,6.464792127276903,2.904342180094248,6.124251798520694,2.380766986125728,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,6.363255507526587,2.6934756625741305,4.89065322485056,2.221988547236257,10.369528424503567,4.3827367843896194,68479.2,61548.08922805352,5.699219200589143,2.577880081245948,6.369405914674135,2.786026852303244,6.276170525791718,2.669073301907852,4.823452872091585,2.208979521701168,10.238299848496377,4.350302764574343,66369.0,60904.14540104719,7.355064752742573,3.0465490126729198,-3.80982333160578,2.0711660926640323,0.4489293173938875,1.2543655599603476,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
direct_extra_all_features,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,7.809553989387699,5.005706292958399,6.258088693199931,4.507223082493412,5.221871060723657,4.4954784935263215,12.630561367412945,7.779331766190079,14.99101866240974,8.088483697152945,-5.007229731299401,4.851138648358955,5.6225481805285895,2.4144106218412213,69171.2,62169.63276029986,8.355267210778434,4.042945814987682,7.6487161247551345,5.205571719503608,7.822637651036092,5.452019367852271,7.280823506227555,4.022226896688557,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,7.822852591896619,5.005232210653893,6.269216799499752,4.504521585728671,12.652215619989343,7.778793496290455,68479.2,61548.08922805352,8.35653023738243,4.045802737811503,7.66361182619395,5.204812630649665,7.784087085805679,5.01756706814004,6.249700855446291,4.529595829486558,12.573229199400894,7.78827168173887,66369.0,60904.14540104719,8.236919025222619,4.9039185788190975,-2.341935563245829,3.787234293060208,1.91681708575384,2.340609833996855,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
multi_wall,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,10.151489552633528,3.2726114167219995,8.096842147852923,2.703529508996904,6.9585313441302326,2.535786455029059,16.25094710796803,5.203937811590754,19.345289537928124,6.088119549227406,0.0254535717354326,0.5679816081364746,10.137691895682533,3.2665225269056783,69171.2,62169.63276029986,10.8778103998168,4.6767210337817255,10.118475571285565,3.2782521310478114,10.210569723665763,3.339565116542156,10.117476460322113,3.243318747806516,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,10.153558108784322,3.273701262735788,8.098029942254762,2.7040017928359297,16.25288563066775,5.204748332060086,68479.2,61548.08922805352,10.88030579070598,4.67970017787337,10.12047880207444,3.279429349543842,10.0540274223173,3.235014696160688,8.046593625180357,2.693950273766323,16.15022089451283,5.184937040746288,66369.0,60904.14540104719,11.522477344120226,4.152047466370965,0.0,0.0,4.2587526489996685,2.351465606645041,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
log_distance,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,11.49970044086104,3.5950800956953155,9.365506562928896,3.0504557148482863,8.266425297711347,2.960686501360257,18.59312272398321,5.7781433369184265,21.75055765719027,6.731858977168057,-0.0052711415284795,0.6564741832467703,11.483672145637303,3.587014251711157,69171.2,62169.63276029986,14.306453912386926,5.677433892746383,11.209027644168284,3.5226646981809098,11.10192274052388,3.5204487530370483,11.451404787484892,3.53395949753743,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,11.500581565781,3.595446409884181,9.366152624439549,3.050695880907337,18.594091438946425,5.7785303138983934,68479.2,61548.08922805352,14.309392035314811,5.681745386910232,11.209653146130236,3.5229383591226275,11.483243576161902,3.5934255425911186,9.35379010363742,3.050104109602308,18.56309584651981,5.775048347368326,66369.0,60904.14540104719,11.798677575964463,3.66964157046146,1.3482108882275103,1.4732430959378489,5.606963537227178,2.534423405779807,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
direct_rf_sparse_anchor,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,12.29789924899722,3.915930501648957,10.049417613218496,3.391180484929896,8.955544581198478,3.559957072703374,19.791568913073156,6.200693164746792,23.20224065239365,7.241652994397796,-4.135908788604985,4.1216430732915645,10.841394986504907,3.866561347699239,69171.2,62169.63276029986,11.884675998703893,6.255018716945818,12.242376356240404,3.8928679363009424,12.098637622329784,3.833918503261777,12.161097315436168,3.831913211816879,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,12.298455581546456,3.916094280567307,10.049883981051746,3.3913037048956984,19.792456939714448,6.201014243970347,68479.2,61548.08922805352,11.885402578623829,6.255757049939452,12.242924711682424,3.893008427054133,12.306969660910244,3.938065210257132,10.07061452805459,3.4222249821352184,19.784933988038485,6.227065521527251,66369.0,60904.14540104719,11.951085484145356,3.9513869938132697,2.146409696363694,2.73754265958731,6.405162345363362,2.9067795010189963,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
direct_rf_geometry,0.01,22,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,22.635713509252973,11.506108383036064,20.32159905566825,11.175681751235038,19.63526166623777,11.674233322245184,33.389114530150955,15.530045817844895,36.822112120207365,15.99338399532102,-19.473879294458,12.01994946305575,10.40748206843127,3.570367394806904,69171.2,62169.63276029986,16.012191294125074,8.44162430648878,22.93579560307258,11.74060367102622,23.39167711922537,12.185616728087536,21.94778778753923,10.519207158500418,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,22.63552312360908,11.506140911388432,20.321574052647428,11.175741729547653,33.38851502435701,15.530086286606528,68479.2,61548.08922805352,16.013322763129562,8.442047844813422,22.93552058173241,11.740625537769445,22.690513207474297,11.530775506995315,20.408256270391448,11.215398734323417,33.40823232470332,15.542128009169842,66369.0,60904.14540104719,21.408537397558916,11.224431182385882,12.484223956619443,9.630899923886542,16.742976605619113,9.161416398821274,5550,wallpath_pi_task1_final_seed22_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,22
wallpath_extra,0.01,33,692.0,621.5435677084434,69171.2,62169.63276029986,692.0,621.5435677084434,3.2,0.5416513599271573,5.32388381842928,2.4674333511100226,3.7438436886748754,1.9769487996664656,2.539276853338018,1.7305776450918593,8.822854963637687,4.135166285666364,11.235836000012922,4.79251899373248,-1.0097265127345632,1.6042920965194456,5.1179514659847225,2.155583179201168,69171.2,62169.63276029986,4.247359907264939,2.6357046402739583,5.4228586270203305,2.502646789168969,5.607143903545521,2.574182586188623,5.061981251448177,2.0551999654543054,67398.9390990991,60514.30094347231,0.0276825688824456,0.0696553847671036,5.3449299702004485,2.4727229313454497,3.767703186950168,1.9831130453358723,8.854444396818007,4.139653696530027,68479.2,61548.08922805352,4.264389798178686,2.6437913380470435,5.444326523820248,2.507996825178899,5.195684591650217,2.437785384084697,3.649590779306653,1.9527723734564744,8.631872601079511,4.114486862510647,66369.0,60904.14540104719,7.185751455117048,2.895552852967373,-4.828050101367703,2.16987132603838,-0.5385761051919342,0.7684771210345659,5550,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task3_unseen_buildings_transfer,False,33
